0,0,0
0.0518,0.11137,0
0.1295,0.16576,0
0.259,0.23051,0
0.518,0.31598,0
0.777,0.37296,0
1.036,0.41699,0
1.295,0.45325,0
1.554,0.48433,0
1.813,0.51282,0
2.072,0.53613,0
2.331,0.55685,0
2.59,0.57757,0
2.849,0.5957,0
3.108,0.61124,0
3.367,0.62678,0
3.626,0.64232,0
3.885,0.65527,0
4.144,0.66822,0
4.403,0.67858,0
4.662,0.68894,0
4.921,0.6993,0
5.18,0.70707,0
5.439,0.71484,0
5.698,0.72261,0
5.957,0.73038,0
6.216,0.73815,0
6.475,0.74333,0
6.734,0.74851,0
6.993,0.75369,0
7.252,0.75887,0
7.511,0.76405,0
7.77,0.76664,0
8.029,0.76923,0
8.288,0.77182,0
8.547,0.77441,0
8.806,0.777,0
9.065,0.77959,0
9.324,0.77959,0
9.583,0.77959,0
9.842,0.77959,0
10.101,0.77959,0
10.36,0.77959,0
10.619,0.77959,0
10.878,0.777,0
11.137,0.77441,0
11.396,0.77182,0
11.655,0.76923,0
11.914,0.76664,0
12.173,0.76405,0
12.432,0.76146,0
12.691,0.75628,0
12.95,0.7511,0
13.209,0.74592,0
13.468,0.74074,0
13.727,0.73556,0
13.986,0.73038,0
14.245,0.72261,0
14.504,0.71484,0
14.763,0.70707,0
15.022,0.6993,0
15.281,0.69153,0
15.54,0.68117,0
15.799,0.67081,0
16.058,0.66045,0
16.317,0.65009,0
16.576,0.63973,0
16.835,0.62678,0
17.094,0.61383,0
17.353,0.60088,0
17.612,0.58793,0
17.871,0.57498,0
18.13,0.56203,0
18.389,0.54649,0
18.648,0.53095,0
18.907,0.51541,0
19.166,0.49987,0
19.425,0.48433,0
19.684,0.46879,0
19.943,0.45066,0
20.202,0.43253,0
20.461,0.4144,0
20.72,0.39627,0
20.979,0.37814,0
21.238,0.36001,0
21.497,0.34188,0
21.756,0.32116,0
22.015,0.30044,0
22.274,0.27972,0
22.533,0.259,0
22.792,0.23828,0
23.051,0.21756,0
23.31,0.19684,0
23.569,0.17612,0
23.828,0.15281,0
24.087,0.1295,0
24.346,0.10619,0
24.605,0.08288,0
24.864,0.05957,0
25.123,0.03626,0
25.382,0.01036,0
25.641,-0.01554,0
25.9,-0.04144,0
25.9,-0.14245,0
25.641,-0.11914,0
25.382,-0.10101,0
25.123,-0.08806,0
24.864,-0.08029,0
24.605,-0.07511,0
24.346,-0.07252,0
24.087,-0.07252,0
23.828,-0.07511,0
23.569,-0.08029,0
23.31,-0.08806,0
23.051,-0.09583,0
22.792,-0.10619,0
22.533,-0.11655,0
22.274,-0.1295,0
22.015,-0.14245,0
21.756,-0.1554,0
21.497,-0.17094,0
21.238,-0.18648,0
20.979,-0.20202,0
20.72,-0.21756,0
20.461,-0.2331,0
20.202,-0.25123,0
19.943,-0.26936,0
19.684,-0.28749,0
19.425,-0.30562,0
19.166,-0.32375,0
18.907,-0.34188,0
18.648,-0.36001,0
18.389,-0.37814,0
18.13,-0.39627,0
17.871,-0.4144,0
17.612,-0.43253,0
17.353,-0.45066,0
17.094,-0.46879,0
16.835,-0.48692,0
16.576,-0.50505,0
16.317,-0.52059,0
16.058,-0.53613,0
15.799,-0.55167,0
15.54,-0.56721,0
15.281,-0.58275,0
15.022,-0.59829,0
14.763,-0.61383,0
14.504,-0.62937,0
14.245,-0.64232,0
13.986,-0.65527,0
13.727,-0.66822,0
13.468,-0.68117,0
13.209,-0.69153,0
12.95,-0.70189,0
12.691,-0.71225,0
12.432,-0.72261,0
12.173,-0.73038,0
11.914,-0.73815,0
11.655,-0.74592,0
11.396,-0.75369,0
11.137,-0.75887,0
10.878,-0.76405,0
10.619,-0.76923,0
10.36,-0.77182,0
10.101,-0.77441,0
9.842,-0.777,0
9.583,-0.77959,0
9.324,-0.77959,0
9.065,-0.77959,0
8.806,-0.77959,0
8.547,-0.77959,0
8.288,-0.777,0
8.029,-0.77441,0
7.77,-0.77182,0
7.511,-0.76923,0
7.252,-0.76664,0
6.993,-0.76146,0
6.734,-0.75628,0
6.475,-0.7511,0
6.216,-0.74592,0
5.957,-0.73815,0
5.698,-0.73038,0
5.439,-0.72261,0
5.18,-0.71484,0
4.921,-0.70448,0
4.662,-0.69412,0
4.403,-0.68376,0
4.144,-0.67081,0
3.885,-0.65786,0
3.626,-0.64491,0
3.367,-0.62937,0
3.108,-0.61383,0
2.849,-0.5957,0
2.59,-0.57757,0
2.331,-0.55685,0
2.072,-0.53354,0
1.813,-0.51023,0
1.554,-0.48433,0
1.295,-0.45325,0
1.036,-0.41699,0
0.777,-0.37296,0
0.518,-0.31598,0
0.259,-0.23051,0
0.1295,-0.16576,0
0.0518,-0.11137,0
0,0,0
